"gene","sample","expression"
"Sin3b","GSM2545336",2629
"Sidt1","GSM2545336",2052
"Spin2c","GSM2545336",168
"Wasf2","GSM2545336",1376
"Tmem14a","GSM2545336",728
"Cntnap5a","GSM2545336",691
"Ccm2l","GSM2545336",170
"Sema3e","GSM2545336",700
"Il18bp","GSM2545336",328
"Slc35f1","GSM2545336",1386
"Best1","GSM2545336",63
"Pde8b","GSM2545336",929
"Htr7","GSM2545336",143
"Cfap57","GSM2545336",30
"Sgsm1","GSM2545336",4879
"Scn3b","GSM2545336",595
"Mark3","GSM2545336",3782
"Acsl5","GSM2545336",749
"Qpct","GSM2545336",243
"Iqcc","GSM2545336",675
"Noc2l","GSM2545336",2435
"Slc25a27","GSM2545336",4758
"Kdm4b","GSM2545336",3254
"Pde1b","GSM2545336",2150
"Pcdha10","GSM2545336",80
"Gja5","GSM2545336",16
"Irs4","GSM2545336",78
"Mamdc4","GSM2545336",88
"Mthfd2l","GSM2545336",386
"Lrrtm1","GSM2545336",435
"Tacr1","GSM2545336",99
"Lmo3","GSM2545336",496
"Psg16","GSM2545336",998
"Abcc8","GSM2545336",2210
"Epc1","GSM2545336",3055
"Slc6a7","GSM2545336",707
"Col4a5","GSM2545336",348
"Gm8013","GSM2545336",9
"Clpx","GSM2545336",2386
"Dffb","GSM2545336",481
"Senp3","GSM2545336",2477
"Hhex","GSM2545336",57
"Per2","GSM2545336",2370
"Rnpep","GSM2545336",1395
"Ttll1","GSM2545336",869
"Ppp1r1c","GSM2545336",30
"Moxd1","GSM2545336",156
"Susd6","GSM2545336",5578
"Ighm","GSM2545336",264
"Fam131a","GSM2545336",3595
"Zfp92","GSM2545336",91
"Kirrel","GSM2545336",590
"Npsr1","GSM2545336",30
"Kcnj16","GSM2545336",1611
"Atg10","GSM2545336",348
"Vwc2l","GSM2545336",116
"Sox14","GSM2545336",51
"Zc3h3","GSM2545336",453
"Gak","GSM2545336",4913
"Tox2","GSM2545336",400
"Tenm2","GSM2545336",1152
"Begain","GSM2545336",1601
"Dsc3","GSM2545336",20
"Fbll1","GSM2545336",403
"Dnah7a","GSM2545336",27
"Gm3764","GSM2545336",4974
"Strip1","GSM2545336",3332
"Nmnat3","GSM2545336",59
"Lims2","GSM2545336",319
"Fam43b","GSM2545336",313
"Ccnl2","GSM2545336",7649
"Gm11627","GSM2545336",20
"Rabl2","GSM2545336",920
"Kcnj3","GSM2545336",5244
"Zfp36","GSM2545336",261
"Slc2a1","GSM2545336",7098
"Cnksr3","GSM2545336",3248
"AW551984","GSM2545336",670
"Hykk","GSM2545336",195
"Rnasel","GSM2545336",154
"Shc1","GSM2545336",592
"Ppp1r12c","GSM2545336",4128
"Syne4","GSM2545336",333
"Arrdc2","GSM2545336",1520
"Usp28","GSM2545336",2000
"Slfn4","GSM2545336",11
"Pomt2","GSM2545336",1367
"Gm10432","GSM2545336",178
"Cngb1","GSM2545336",26
"Dot1l","GSM2545336",6088
"Gmnn","GSM2545336",148
"Ccdc160","GSM2545336",96
"Ptpn5","GSM2545336",1193
"Mal2","GSM2545336",563
"Arap3","GSM2545336",285
"Mib2","GSM2545336",2689
"Itgb1bp2","GSM2545336",62
"Stk32b","GSM2545336",104
"Dgkb","GSM2545336",1291
"Pcgf6","GSM2545336",1031
"Serinc2","GSM2545336",719
"Arhgef37","GSM2545336",930
"Ltf","GSM2545336",26
"Timp2","GSM2545336",6154
"Snora41","GSM2545336",20
"F3","GSM2545336",3495
"Tgfbi","GSM2545336",274
"Rab44","GSM2545336",5
"Lclat1","GSM2545336",1001
"Arid5b","GSM2545336",2111
"Col25a1","GSM2545336",521
"Inpp5b","GSM2545336",2670
"Dhfr","GSM2545336",391
"Phkg2","GSM2545336",2124
"Bcl11a","GSM2545336",625
"Nr2f1","GSM2545336",1867
"Trhr","GSM2545336",83
"Msc","GSM2545336",14
"Mndal","GSM2545336",113
"Pou3f2","GSM2545336",949
"Gm9962","GSM2545336",30
"Atg16l2","GSM2545336",897
"Gm16425","GSM2545336",10
"Ap1m1","GSM2545336",2045
"Trpv3","GSM2545336",40
"Inpp5k","GSM2545336",3136
"D11Wsu47e","GSM2545336",220
"Fkbp1b","GSM2545336",318
"Syvn1","GSM2545336",2092
"Aldh3a2","GSM2545336",3057
"Dtd2","GSM2545336",362
"Pcdh19","GSM2545336",470
"Gm5526","GSM2545336",14
"Nsun5","GSM2545336",624
"Hrh2","GSM2545336",285
"Lmbr1l","GSM2545336",604
"Pkn1","GSM2545336",1295
"Nptx2","GSM2545336",131
"Ctxn1","GSM2545336",366
"Rp1","GSM2545336",2
"Gm7357","GSM2545336",3
"Mrpl15","GSM2545336",1269
"Lypla1","GSM2545336",2426
"Tcea1","GSM2545336",4019
"Gm6104","GSM2545336",2
"Atp6v1h","GSM2545336",5419
"Oprk1","GSM2545336",116
"Npbwr1","GSM2545336",12
"Rb1cc1","GSM2545336",6613
"Gm2147","GSM2545336",1
"Gm26901","GSM2545336",2
"Sntg1","GSM2545336",546
"Gm6187","GSM2545336",2
"Rrs1","GSM2545336",886
"Mcmdc2","GSM2545336",49
"Snhg6","GSM2545336",356
"Snord87","GSM2545336",2
"Tcf24","GSM2545336",13
"Ppp1r42","GSM2545336",20
"Arfgef1","GSM2545336",6204
"Cpa6","GSM2545336",5
"Ncoa2","GSM2545336",5292
"Tram1","GSM2545336",1935
"Gm5523","GSM2545336",1
"Eya1","GSM2545336",412
"Smt3h2-ps4","GSM2545336",1
"Trpa1","GSM2545336",7
"Gm10566","GSM2545336",7
"Terf1","GSM2545336",706
"Rdh10","GSM2545336",948
"Stau2","GSM2545336",4424
"Ly96","GSM2545336",30
"Jph1","GSM2545336",1519
"Gdap1","GSM2545336",6312
"Rbm6-ps1","GSM2545336",10
"Pi15","GSM2545336",38
"Gm28154","GSM2545336",22
"Gm16070","GSM2545336",8
"Gm15825","GSM2545336",5
"Tfap2d","GSM2545336",269
"Tfap2b","GSM2545336",2522
"Pkhd1","GSM2545336",2
"Mir133b","GSM2545336",4
"Il17f","GSM2545336",6
"Paqr8","GSM2545336",20798
"Tram2","GSM2545336",18
"Gm7658","GSM2545336",11
"Gm7761","GSM2545336",6
"Mir30c-2","GSM2545336",9
"Ogfrl1","GSM2545336",11066
"Smap1","GSM2545336",3778
"Fam135a","GSM2545336",3344
"Col19a1","GSM2545336",1092
"Lmbrd1","GSM2545336",11138
"Gm20172","GSM2545336",0
"Gm29214","GSM2545336",3
"Gm7846","GSM2545336",11
"Gm5525","GSM2545336",20
"Phf3","GSM2545336",4748
"Khdrbs2","GSM2545336",285
"Gm5415","GSM2545336",1
"Zfp451","GSM2545336",1365
"Gm15455","GSM2545336",13
"Bend6","GSM2545336",10373
"Ptpn18","GSM2545336",51
"Cfc1","GSM2545336",4
"Amer3","GSM2545336",2397
"Fam168b","GSM2545336",13578
"Gm33222","GSM2545336",8
"Kansl3","GSM2545336",4178
"Fer1l5","GSM2545336",2
"Cnnm4","GSM2545336",1234
"Sema4c","GSM2545336",1149
"Cox5b","GSM2545336",6761
"Zap70","GSM2545336",36
"Tmem131","GSM2545336",3644
"Cnga3","GSM2545336",5
"Unc50","GSM2545336",1693
"Lipt1","GSM2545336",125
"Mrpl30","GSM2545336",1347
"Lyg2","GSM2545336",5
"Txndc9","GSM2545336",2140
"Eif5b","GSM2545336",6131
"Gm16150","GSM2545336",10
"Gm16152","GSM2545336",1
"Pdcl3","GSM2545336",1329
"Rpl31","GSM2545336",3522
"Tbc1d8","GSM2545336",1747
"Cnot11","GSM2545336",1764
"Snord89","GSM2545336",18
"Rnf149","GSM2545336",1233
"Rfx8","GSM2545336",7
"Gm16894","GSM2545336",27
"Il1rl2","GSM2545336",25
"Il1rl1","GSM2545336",17
"Il18r1","GSM2545336",1
"Slc9a4","GSM2545336",13
"Mfsd9","GSM2545336",168
"Tmem182","GSM2545336",13
"Gm28175","GSM2545336",25
"Pantr1","GSM2545336",318
"Pou3f3","GSM2545336",1808
"Pantr2","GSM2545336",38
"Mrps9","GSM2545336",1421
"Gpr45","GSM2545336",135
"Tgfbrap1","GSM2545336",2835
"Fhl2","GSM2545336",153
"Nck2","GSM2545336",827
"Uxs1","GSM2545336",1599
"Gm16103","GSM2545336",0
"Tpp2","GSM2545336",3453
"Tex30","GSM2545336",284
"Bivm","GSM2545336",1145
"Gulp1","GSM2545336",280
"Wdr75","GSM2545336",1341
"Dnah7b","GSM2545336",606
"Gm4852","GSM2545336",4
"Gm8337","GSM2545336",19
"Nabp1","GSM2545336",440
"Gm17767","GSM2545336",2
"Myo1b","GSM2545336",990
"Stat4","GSM2545336",12
"Stat1","GSM2545336",1772
"Gls","GSM2545336",14726
"Rps27a-ps1","GSM2545336",5
"Gm28178","GSM2545336",2
"Inpp1","GSM2545336",3831
"Mstn","GSM2545336",31
"Asnsd1","GSM2545336",911
"Gtf3c3","GSM2545336",1220
"Pgap1","GSM2545336",2015
"Gm19637","GSM2545336",3
"Ankrd44","GSM2545336",818
"Sf3b1","GSM2545336",18460
"Gm6822","GSM2545336",14
"Boll","GSM2545336",15
"Gm8292","GSM2545336",14
"Plcl1","GSM2545336",1571
"Gm6644","GSM2545336",2
"Satb2","GSM2545336",26
"BC055402","GSM2545336",2
"Tyw5","GSM2545336",609
"Spats2l","GSM2545336",412
"Aox4","GSM2545336",7
"Aox2","GSM2545336",7
"Bzw1","GSM2545336",9692
"Clk1","GSM2545336",8661
"Ppil3","GSM2545336",437
"Nif3l1","GSM2545336",819
"Cflar","GSM2545336",1403
"Casp8","GSM2545336",83
"Stradb","GSM2545336",1180
"Tmem237","GSM2545336",1011
"Cdk15","GSM2545336",9
"Fzd7","GSM2545336",2540
"Sumo1","GSM2545336",3701
"Fam117b","GSM2545336",4736
"Wdr12","GSM2545336",1306
"Nbeal1","GSM2545336",1177
"Abi2","GSM2545336",5627
"Cd28","GSM2545336",68
"Gm11581","GSM2545336",3
"Icos","GSM2545336",2
"Nrp2","GSM2545336",512
"Gm4208","GSM2545336",4
"Ndufs1","GSM2545336",8672
"Eef1b2","GSM2545336",4522
"Gpr1","GSM2545336",17
"Gm11605","GSM2545336",5
"Adam23","GSM2545336",8389
"Dytn","GSM2545336",1
"Mdh1b","GSM2545336",24
"Gm13748","GSM2545336",4
"Ccnyl1","GSM2545336",557
"Plekhm3","GSM2545336",2149
"Rpl10a-ps1","GSM2545336",31
"Cryga","GSM2545336",2
"Pikfyve","GSM2545336",2738
"Map2","GSM2545336",25843
"Unc80","GSM2545336",19726
"Kansl1l","GSM2545336",1346
"Acadl","GSM2545336",2285
"Gm15793","GSM2545336",0
"Spag16","GSM2545336",120
"Bard1","GSM2545336",18
"Abca12","GSM2545336",5
"Atic","GSM2545336",1139
"Fn1","GSM2545336",3287
"Gm5256","GSM2545336",2
"Tmem169","GSM2545336",784
"Xrcc5","GSM2545336",890
"Smarcal1","GSM2545336",3198
"Igfbp2","GSM2545336",1946
"Gm29183","GSM2545336",5
"Rufy4","GSM2545336",2
"Cxcr2","GSM2545336",3
"Arpc2","GSM2545336",4942
"Aamp","GSM2545336",5621
"Tmbim1","GSM2545336",2125
"Catip","GSM2545336",95
"Zfp142","GSM2545336",1807
"Rnf25","GSM2545336",1500
"Ttll4","GSM2545336",2016
"Prkag3","GSM2545336",23
"Gm29539","GSM2545336",3
"Wnt10a","GSM2545336",17
"Ihh","GSM2545336",10
"Slc23a3","GSM2545336",7
"Zfand2b","GSM2545336",469
"Ankzf1","GSM2545336",1069
"Glb1l","GSM2545336",376
"Ptprn","GSM2545336",6396
"Des","GSM2545336",74
"Asic4","GSM2545336",211
"Chpf","GSM2545336",2459
"Obsl1","GSM2545336",775
"Stk11ip","GSM2545336",1096
"Slc4a3","GSM2545336",3968
"Epha4","GSM2545336",1223
"Pax3","GSM2545336",368
"Mogat1","GSM2545336",6
"Kcne4","GSM2545336",64
"Gm5830","GSM2545336",19
"Scg2","GSM2545336",10063
"Mrpl44","GSM2545336",957
"Gm5529","GSM2545336",22
"Fam124b","GSM2545336",0
"Cul3","GSM2545336",9382
"Nyap2","GSM2545336",1342
"Rhbdd1","GSM2545336",605
"Col4a4","GSM2545336",91
"Col4a3","GSM2545336",64
"Mff","GSM2545336",8414
"Daw1","GSM2545336",29
"Trip12","GSM2545336",8825
"Fbxo36","GSM2545336",121
"Slc16a14","GSM2545336",242
"Gm15433","GSM2545336",3
"Rpl19-ps1","GSM2545336",5
"Sp110","GSM2545336",44
"Sp140","GSM2545336",36
"Sp100","GSM2545336",204
"Cab39","GSM2545336",9797
"Gpr55","GSM2545336",3
"Spata3","GSM2545336",13
"Htr2b","GSM2545336",1
"Armc9","GSM2545336",854
"B3gnt7","GSM2545336",18
"Snora75","GSM2545336",8
"Nmur1","GSM2545336",25
"Dis3l2","GSM2545336",1001
"Gm6136","GSM2545336",23
"Ecel1","GSM2545336",100
"Prss56","GSM2545336",0
"Kcnj13","GSM2545336",368
"Inpp5d","GSM2545336",259
"Scarna6","GSM2545336",2
"Sag","GSM2545336",4
"Dgkd","GSM2545336",9867
"Gm19582","GSM2545336",56
"Usp40","GSM2545336",1501
"Ugt1a7c","GSM2545336",3
"Dnajb3","GSM2545336",36
"Mroh2a","GSM2545336",9
"Spp2","GSM2545336",9
"Gm29538","GSM2545336",4
"Glrp1","GSM2545336",2
"Sh3bp4","GSM2545336",544
"Gbx2","GSM2545336",7
"Iqca","GSM2545336",44
"Ackr3","GSM2545336",362
"Col6a3","GSM2545336",108
"Rab17","GSM2545336",3
"Ube2f","GSM2545336",1564
"Klhl30","GSM2545336",13
"Twist2","GSM2545336",6
"Hdac4","GSM2545336",2294
"Ndufa10","GSM2545336",5013
"Mir149","GSM2545336",2
"Ankmy1","GSM2545336",31
"Rnpepl1","GSM2545336",1323
"Capn10","GSM2545336",1197
"Gpr35","GSM2545336",35
"Pask","GSM2545336",221
"Hdlbp","GSM2545336",8648
"Farp2","GSM2545336",359
"Stk25","GSM2545336",6566
"Thap4","GSM2545336",629
"D2hgdh","GSM2545336",450
"Pdcd1","GSM2545336",2
"Gm7895","GSM2545336",18
"Fam174a","GSM2545336",1902
"Slco4c1","GSM2545336",16
"Panct2","GSM2545336",19
"Gm6430","GSM2545336",8
"Gin1","GSM2545336",497
"Pam","GSM2545336",2989
"Cntnap5b","GSM2545336",1100
"Cdh20","GSM2545336",1228
"Pign","GSM2545336",978
"Gm10193","GSM2545336",1
"Tnfrsf11a","GSM2545336",85
"Gm7160","GSM2545336",11
"Gm20753","GSM2545336",5
"Bcl2","GSM2545336",972
"Vps4b","GSM2545336",2508
"Serpinb5","GSM2545336",5
"Serpinb10","GSM2545336",5
"Gm8141","GSM2545336",17
"Cdh7","GSM2545336",1881
"Cdh19","GSM2545336",715
"Gm8173","GSM2545336",1
"Dsel","GSM2545336",447
"Gm6028","GSM2545336",1
"Nifk","GSM2545336",1027
"Clasp1","GSM2545336",4044
"Inhbb","GSM2545336",360
"Gm3551","GSM2545336",0
"Gm28209","GSM2545336",0
"Cfap221","GSM2545336",11
"Sctr","GSM2545336",11
"Tmem37","GSM2545336",47
"En1","GSM2545336",303
"Insig2","GSM2545336",2833
"Ccdc93","GSM2545336",1372
"Htr5b","GSM2545336",17
"Ddx18","GSM2545336",926
"Actr3","GSM2545336",7489
"Slc35f5","GSM2545336",826
"Gpr39","GSM2545336",10
"Mgat5","GSM2545336",4149
"Gm8451","GSM2545336",38
"Tmem163","GSM2545336",2437
"Acmsd","GSM2545336",4
"Zranb3","GSM2545336",207
"Gm28800","GSM2545336",4
"Rpl28-ps1","GSM2545336",21
"Mir128-1","GSM2545336",3
"Lct","GSM2545336",11
"Gm6170","GSM2545336",29
"Thsd7b","GSM2545336",68
"Gm29428","GSM2545336",1
"Cd55","GSM2545336",236
"Gm16083","GSM2545336",18
"C4bp-ps1","GSM2545336",8
"Yod1","GSM2545336",531
"Fcamr","GSM2545336",2
"Dyrk3","GSM2545336",215
"Ikbke","GSM2545336",73
"Srgap2","GSM2545336",9500
"Slc26a9","GSM2545336",0
"Pm20d1","GSM2545336",224
"Rab29","GSM2545336",225
"Cdk18","GSM2545336",775
"Gm29695","GSM2545336",178
"Lemd1","GSM2545336",22
"Gm7241","GSM2545336",2
"Klhdc8a","GSM2545336",864
"Lrrn2","GSM2545336",4030
"Gm29257","GSM2545336",4
"Gm28609","GSM2545336",4
"Plekha6","GSM2545336",5453
"Ren1","GSM2545336",6
"Sox13","GSM2545336",342
"Zbed6","GSM2545336",1359
"Lax1","GSM2545336",4
"Optc","GSM2545336",62
"Prelp","GSM2545336",1286
"Gm8618","GSM2545336",3
"Mybph","GSM2545336",37
"Myog","GSM2545336",0
"Ppfia4","GSM2545336",9578
"Tmem183a","GSM2545336",3232
"Kdm5b","GSM2545336",2245
"Ppp1r12b","GSM2545336",3648
"Ube2t","GSM2545336",61
"Ptprv","GSM2545336",11
"Timm17a","GSM2545336",1965
"Csrp1","GSM2545336",10926
"Tnni1","GSM2545336",137
"Lad1","GSM2545336",38
"Pkp1","GSM2545336",4
"Ascl5","GSM2545336",1
"Cacna1s","GSM2545336",44
"Gm15850","GSM2545336",0
"Kif21b","GSM2545336",1551
"Camsap2","GSM2545336",8687
"Kif14","GSM2545336",15
"Gm29485","GSM2545336",2
"Gm19705","GSM2545336",28
"Mif-ps1","GSM2545336",4
"Nr5a2","GSM2545336",5
"Ptprc","GSM2545336",106
"Lhx9","GSM2545336",489
"Dennd1b","GSM2545336",1069
"Crb1","GSM2545336",18
"Zbtb41","GSM2545336",1752
"Cfhr2","GSM2545336",0
"Gm5837","GSM2545336",9
"Kcnt2","GSM2545336",100
"Gm5835","GSM2545336",40
"Cdc73","GSM2545336",945
"B3galt2","GSM2545336",1103
"Glrx2","GSM2545336",2373
"Rgs1","GSM2545336",6
"Gm7266","GSM2545336",5
"Rgs18","GSM2545336",10
"Brinp3","GSM2545336",982
"Ptgs2os","GSM2545336",1
"Ptgs2","GSM2545336",68
"Tpr","GSM2545336",7180
"Swt1","GSM2545336",761
"Mir7682","GSM2545336",2
"Rnf2","GSM2545336",1830
"Gm36527","GSM2545336",3
"Edem3","GSM2545336",4035
"Tsen15","GSM2545336",686
"Colgalt2","GSM2545336",143
"Rgl1","GSM2545336",1598
"Arpc5","GSM2545336",2571
"Ncf2","GSM2545336",90
"Nmnat2","GSM2545336",10452
"Lamc2","GSM2545336",76
"Dhx9","GSM2545336",7333
"Rgs16","GSM2545336",740
"Rgsl1","GSM2545336",17
"Zfp648","GSM2545336",7
"Gm9530","GSM2545336",8
"Stx6","GSM2545336",2093
"Xpr1","GSM2545336",4769
"Gm5532","GSM2545336",12
"Acbd6","GSM2545336",1034
"Lhx4","GSM2545336",17
"Cep350","GSM2545336",3506
"Fam163a","GSM2545336",79
"Tdrd5","GSM2545336",81
"Nphs2","GSM2545336",14
"Gm2000","GSM2545336",14
"Soat1","GSM2545336",839
"Abl2","GSM2545336",2392
"Fam20b","GSM2545336",3917
"Ralgps2","GSM2545336",2237
"Angptl1","GSM2545336",12
"Rasal2","GSM2545336",3083
"Brinp2","GSM2545336",1336
"Gm4953","GSM2545336",4
"Gm31256","GSM2545336",1
"Rabgap1l","GSM2545336",6576
"Gm6177","GSM2545336",0
"Rc3h1","GSM2545336",3575
"Serpinc1","GSM2545336",1
"Snord47","GSM2545336",21
"Dars2","GSM2545336",745
"Cenpl","GSM2545336",111
"Fasl","GSM2545336",14
"Dnm3","GSM2545336",11240
"Dnm3os","GSM2545336",5
"Prrc2c","GSM2545336",7798
"Fmo2","GSM2545336",441
"Mettl11b","GSM2545336",6
"BC055324","GSM2545336",112
"Sele","GSM2545336",1
"Selp","GSM2545336",1
"F5","GSM2545336",830
"Nme7","GSM2545336",531
"Atp1b1","GSM2545336",69860
"Gm26685","GSM2545336",1
"Dpt","GSM2545336",3
"Gm20743","GSM2545336",221
"Sft2d2","GSM2545336",1394
"Tiprl","GSM2545336",2203
"Rcsd1","GSM2545336",232
"Gm32999","GSM2545336",3
"Dusp27","GSM2545336",18
"Mael","GSM2545336",6
"Gm16418","GSM2545336",6
"Gm16701","GSM2545336",190
"Aldh9a1","GSM2545336",1851
"Mgst3","GSM2545336",1984
"Lrrc52","GSM2545336",3
"Rxrg","GSM2545336",69
"Lmx1a","GSM2545336",113
"Pbx1","GSM2545336",4862
"Asl","GSM2545337",361
"Apod","GSM2545337",10347
"Cyp2d22","GSM2545337",1616
"Klk6","GSM2545337",629
"Fcrls","GSM2545337",233
"Slc2a4","GSM2545337",231
"Exd2","GSM2545337",2288
"Gjc2","GSM2545337",595
"Plp1","GSM2545337",101241
"Gnb4","GSM2545337",1791
"Tnc","GSM2545337",666
"Trf","GSM2545337",15622
"Tubb2b","GSM2545337",3753
"Fads1","GSM2545337",7157
"Lxn","GSM2545337",2442
"Prr18","GSM2545337",2102
"Cmtm5","GSM2545337",1938
"Enpp1","GSM2545337",643
"Clic4","GSM2545337",7949
"Tm6sf2","GSM2545337",129
"Slc20a2","GSM2545337",4578
"Itih3","GSM2545337",2427
"Ptn","GSM2545337",6718
"Prodh","GSM2545337",1130
"Msantd1","GSM2545337",170
"Ugt8a","GSM2545337",4473
"Fbln5","GSM2545337",432
"Trp53inp2","GSM2545337",11910
"Slc7a3","GSM2545337",327
"Dnase1l2","GSM2545337",352
"Icosl","GSM2545337",425
"Rmnd1","GSM2545337",1054
"Tssk5","GSM2545337",64
"Pycr1","GSM2545337",68
"Pla2g3","GSM2545337",109
"Vmn2r1","GSM2545337",36
"Gm29797","GSM2545337",105
"Phyhd1","GSM2545337",789
"Gpr146","GSM2545337",763
"Mag","GSM2545337",7239
"Tufm","GSM2545337",1852
"Igdcc4","GSM2545337",2461
"Gm10654","GSM2545337",114
"Ncmap","GSM2545337",37
"Etv4","GSM2545337",342
"Fabp7","GSM2545337",550
"Cpsf4l","GSM2545337",78
"Hexa","GSM2545337",1299
"Mfge8","GSM2545337",1817
"Ccdc136","GSM2545337",3450
"Glul","GSM2545337",44313
"Hopx","GSM2545337",5498
"Pigq","GSM2545337",3540
"Vps11","GSM2545337",2363
"Proca1","GSM2545337",245
"Fbxl22","GSM2545337",282
"Sfxn5","GSM2545337",9404
"Hexim2","GSM2545337",390
"Agt","GSM2545337",3175
"Rlbp1","GSM2545337",369
"Jam2","GSM2545337",3760
"Lcat","GSM2545337",2316
"Oxct1","GSM2545337",14870
"Cacna1e","GSM2545337",11476
"Fa2h","GSM2545337",1913
"Plxnb3","GSM2545337",993
"Lman2l","GSM2545337",1278
"Dpy19l1","GSM2545337",2378
"Kctd21","GSM2545337",750
"Thra","GSM2545337",9154
"Dok3","GSM2545337",127
"Sult1a1","GSM2545337",564
"Rpe","GSM2545337",1309
"Acrbp","GSM2545337",341
"Slc2a9","GSM2545337",50
"Emp2","GSM2545337",1189
"Aipl1","GSM2545337",8
"Uri1","GSM2545337",1909
"Bcs1l","GSM2545337",405
"Rbm3","GSM2545337",4745
"Tra2a","GSM2545337",4282
"Prex1","GSM2545337",5205
"Josd2","GSM2545337",1209
"Tmco3","GSM2545337",1427
"Srebf1","GSM2545337",1548
"Acer2","GSM2545337",300
"Tsga10","GSM2545337",382
"Cyp3a13","GSM2545337",57
"Relt","GSM2545337",430
"Nrep","GSM2545337",37493
"Slc14a1","GSM2545337",1497
"Pnpla2","GSM2545337",944
"Map6d1","GSM2545337",2084
"Ier5","GSM2545337",652
"Bfsp2","GSM2545337",132
"Idi1","GSM2545337",723
"Kat2b","GSM2545337",5163
"Rmdn3","GSM2545337",4730
"Eif4b","GSM2545337",7637
"Grm4","GSM2545337",13333
"Pink1","GSM2545337",13434
"Mettl16","GSM2545337",1108
"Fam193b","GSM2545337",2403
"Rtca","GSM2545337",1183
"Fgfbp1","GSM2545337",49
"Pigs","GSM2545337",2372
"Cfp","GSM2545337",701
"Desi1","GSM2545337",5793
"Gbp4","GSM2545337",108
"Nid1","GSM2545337",1521
"Armcx5","GSM2545337",513
"Cryab","GSM2545337",3166
"Prss53","GSM2545337",133
"Car4","GSM2545337",5109
"Gm6277","GSM2545337",211
"Amt","GSM2545337",1075
"Zc3h6","GSM2545337",985
"Aqp4","GSM2545337",21344
"Tmem198b","GSM2545337",774
"Abi3bp","GSM2545337",1144
"Xpa","GSM2545337",336
"Aldh6a1","GSM2545337",3643
"Adam1a","GSM2545337",580
"Dynlt1a","GSM2545337",521
"Gatm","GSM2545337",4248
"H2-Q4","GSM2545337",122
"Nras","GSM2545337",1818
"Pla2g4e","GSM2545337",260
"Lpar1","GSM2545337",2075
"Il12rb1","GSM2545337",59
"Enpp6","GSM2545337",799
"Ermn","GSM2545337",4519
"Marcksl1","GSM2545337",1257
"Ubqln4","GSM2545337",3045
"Glt8d1","GSM2545337",1176
"Ddx25","GSM2545337",1153
"Gpr17","GSM2545337",1250
"Cat","GSM2545337",2088
"Wwox","GSM2545337",761
"Phkg1","GSM2545337",625
"Ppp1r3f","GSM2545337",734
"Mrpl35","GSM2545337",1172
"Nudt9","GSM2545337",1261
"Lypd6","GSM2545337",1190
"Spice1","GSM2545337",644
"Tuba8","GSM2545337",1355
"Spon1","GSM2545337",3615
"Nfya","GSM2545337",1003
"Sc5d","GSM2545337",4371
"Aldh18a1","GSM2545337",878
"Ebp","GSM2545337",1108
"Srr","GSM2545337",3027
"Gm14827","GSM2545337",277
"Gm31135","GSM2545337",78
"Adam17","GSM2545337",1191
"Slc39a2","GSM2545337",608
"Snn","GSM2545337",3899
"Hnrnpc","GSM2545337",9169
"Srbd1","GSM2545337",505
"Ptp4a1","GSM2545337",1556
"Tppp","GSM2545337",11493
"Stac3","GSM2545337",127
"Emid1","GSM2545337",445
"Cotl1","GSM2545337",2787
"Ovgp1","GSM2545337",456
"Ssx2ip","GSM2545337",2909
"Hsd3b7","GSM2545337",662
"Kazald1","GSM2545337",152
"Omd","GSM2545337",147
"Bcas1","GSM2545337",6436
"Gm9925","GSM2545337",220
"Dleu2","GSM2545337",399
"Chil3","GSM2545337",25
"Deaf1","GSM2545337",1772
"Dusp19","GSM2545337",337
"Gkn3","GSM2545337",115
"Pllp","GSM2545337",1458
"Sox2ot","GSM2545337",887
"Ntf3","GSM2545337",249
"Lum","GSM2545337",247
"Gm20751","GSM2545337",51
"Thnsl2","GSM2545337",114
"Slc2a4rg-ps","GSM2545337",385
"Agpat5","GSM2545337",4041
"Mdk","GSM2545337",791
"Penk","GSM2545337",2804
"Cirbp","GSM2545337",1652
"Aloxe3","GSM2545337",301
"Nudt5","GSM2545337",582
"Serpinb1a","GSM2545337",470
"Mt1","GSM2545337",6909
"Fgfr3","GSM2545337",3509
"Myo1d","GSM2545337",704
"Cd99l2","GSM2545337",3163
"C2cd2","GSM2545337",887
"Brsk2","GSM2545337",5511
"Mrrf","GSM2545337",518
"Snhg4","GSM2545337",195
"Hmgcs1","GSM2545337",7434
"Stk17b","GSM2545337",4647
"Cyp51","GSM2545337",2615
"Gria4","GSM2545337",26928
"Ttyh1","GSM2545337",20980
"Slc13a1","GSM2545337",161
"Phf7","GSM2545337",131
"Get4","GSM2545337",1077
"Gstm1","GSM2545337",7281
"Fbxo31","GSM2545337",2233
"Padi2","GSM2545337",1199
"Gnmt","GSM2545337",140
"Paip2b","GSM2545337",3492
"Slc17a9","GSM2545337",12
"Vopp1","GSM2545337",1660
"Ogdhl","GSM2545337",3551
"Dcaf12","GSM2545337",2747
"Rorc","GSM2545337",772
"Cp","GSM2545337",1305
"Jade2","GSM2545337",1744
"Nbl1","GSM2545337",2033
"Hsph1","GSM2545337",6370
"Serf2","GSM2545337",3747
"Rasgef1a","GSM2545337",3120
"Prrg1","GSM2545337",573
"Etnppl","GSM2545337",4713
"Cyp4f15","GSM2545337",145
"Ankrd29","GSM2545337",1206
"Gm27252","GSM2545337",40
"Kctd2","GSM2545337",2282
